,title,release_date,popularity,vote_average,vote_count
7409,Billy Madison,2/10/1995,3.9957,6.2,1702
7410,Blood Work,8/9/2002,1.8494,6.184,841
7411,Snake Eyes,8/7/1998,2.2125,6.184,1407
7412,Pink Flamingos,3/17/1972,2.3457,6.2,522
7413,The Empty Man,10/22/2020,4.4266,6.183,914
7414,This Means War,2/14/2012,3.5419,6.183,3461
7415,The Joneses,4/16/2010,1.112,6.2,606
7416,Eye for an Eye,1/12/1996,3.755,6.183,432
7417,Idle Hands,4/30/1999,1.9776,6.183,697
7418,The Instigators,8/2/2024,3.8312,6.181,507
7419,Hellraiser,9/28/2022,2.4927,6.182,894
7420,Avalon High,1/28/2011,1.2725,6.182,563
7421,Churchill,5/25/2017,1.3033,6.181,321
7422,Planes: Fire & Rescue,7/17/2014,3.2226,6.2,878
7423,Red Lights,3/2/2012,3.8917,6.181,1311
7424,Eye for an Eye,1/12/1996,3.755,6.183,432
7425,I Am Number Four,2/18/2011,4.7552,6.18,4774
7426,Belle's Magical World,2/16/1998,2.7807,6.18,476
7427,"Yours, Mine & Ours",11/23/2005,20.9415,6.18,851
7428,Aftermath,8/4/2021,1.5071,6.179,637
7429,American Pie Presents: Girls' Rules,10/6/2020,8.8951,6.2,663
7430,Rookie of the Year,7/7/1993,1.188,6.2,364
7431,Throw Momma from the Train,12/11/1987,2.0232,6.179,604
7432,Blood Father,8/11/2016,3.746,6.178,1580
7433,Radio Rebel,6/9/2012,1.6733,6.178,824
7434,Le Chef,3/7/2012,1.3466,6.178,610
7435,Wendy Wu: Homecoming Warrior,6/16/2006,1.8339,6.178,426
7436,Bad Lieutenant: Port of Call - New Orleans,9/11/2009,2.9041,6.178,1182
7437,Spies Like Us,12/6/1985,1.6353,6.2,659
7438,Moonraker,6/26/1979,4.4373,6.177,2065
7439,Terminator 3: Rise of the Machines,7/2/2003,5.4399,6.2,6887
7440,Horrible Bosses 2,11/12/2014,5.6576,6.177,4228
7441,Fierce Creatures,1/23/1997,1.2854,6.177,365
7442,D2: The Mighty Ducks,3/25/1994,1.9646,6.177,620
7443,Coup de Chance,9/15/2023,1.551,6.2,397
7444,A Haunted House 2,4/17/2014,6.7841,6.176,1507
7445,White Bird in a Blizzard,10/15/2014,1.4973,6.2,726
7446,The Company You Keep,12/20/2012,2.7215,6.176,727
7447,National Lampoon's European Vacation,7/25/1985,3.1485,6.176,922
7448,Assault on Precinct 13,1/19/2005,2.3278,6.176,1130
7449,American Pastoral,10/20/2016,1.9374,6.175,713
7450,Chinese Zodiac,12/20/2012,3.5671,6.2,842
7451,Sniper,1/29/1993,2.2065,6.2,439
7452,Otherhood,8/13/2019,1.726,6.174,458
7453,Police Story: Lockdown,12/24/2013,1.7485,6.2,383
7454,A Lonely Place to Die,4/9/2011,2.3549,6.174,600
7455,Bowfinger,8/12/1999,2.5988,6.174,894
7456,The Babysitter,10/13/2017,4.5881,6.173,3728
7457,Passport to Paris,11/9/1999,0.9386,6.2,304
7458,In the Shadow of the Moon,9/27/2019,3.1003,6.172,1479
7459,The Hummingbird Project,3/15/2019,1.8671,6.2,366
7460,I Kill Giants,11/15/2017,2.2563,6.172,1198
7461,Devil's Knot,5/9/2013,1.945,6.172,681
7462,Halloween 4: The Return of Michael Myers,10/21/1988,2.4278,6.172,1973
7463,Dune,12/14/1984,6.6122,6.173,3221
7464,Attack on Titan II: End of the World,9/1/2015,3.727,6.171,363
7465,The Art of the Steal,9/20/2013,2.3188,6.17,582
7466,First Daughter,9/24/2004,3.229,6.17,962
7467,Saw V,10/23/2008,4.4317,6.17,3644
7468,Tau,6/29/2018,2.5781,6.169,1304
7469,A Bigger Splash,11/26/2015,1.8904,6.169,797
7470,Magic Mike,6/28/2012,3.6172,6.169,2991
7471,Saw IV,10/25/2007,4.0222,6.169,3922
7472,Magic Mike XXL,7/1/2015,2.9393,6.168,1804
7473,The Ledge,5/6/2011,1.3441,6.168,361
7474,The Omega Man,8/1/1971,1.275,6.168,576
7475,Deep Rising,1/30/1998,2.8334,6.2,739
7476,Antz,10/2/1998,5.0531,6.2,4566
7477,Frontier(s),7/1/2007,1.9251,6.167,752
7478,New York Minute,5/7/2004,1.9551,6.163,903
7479,Escort in Love,3/18/2011,0.8935,6.166,624
7480,Escort in Love,3/18/2011,0.8935,6.166,624
7481,Fritz the Cat,4/12/1972,1.2641,6.2,355
7482,The Producers,12/25/2005,2.0038,6.2,478
7483,Cheaper by the Dozen 2,12/21/2005,3.2721,6.165,2022
7484,Open Season,9/27/2006,5.1113,6.165,2846
7485,American Gigolo,2/1/1980,2.5665,6.2,686
7486,Jurassic Park III,7/18/2001,0.8033,6.165,7474
7487,The Land Before Time III: The Time of the Great Giving,3/16/1995,1.2077,6.164,393
7488,The Haunting in Connecticut,3/27/2009,1.8229,6.164,1131
7489,The Hard Way,3/8/1991,1.5412,6.2,442
7490,Just My Luck,5/12/2006,3.6202,6.164,1942
7491,Shallow Hal,11/1/2001,4.9254,6.2,2979
7492,S.W.A.T.,8/8/2003,6.3179,6.163,2570
7493,Blacklight,2/10/2022,5.4766,6.163,1175
7494,Welcome Mr. President!,3/21/2013,0.5526,6.163,690
7495,Turkish for Beginners,3/14/2012,1.238,6.2,371
7496,Never Been Kissed,4/9/1999,3.0055,6.2,1525
7497,New York Minute,5/7/2004,1.9551,6.163,903
7498,Trapped,9/20/2002,1.8741,6.163,589
7499,My Son,9/23/2021,1.2359,6.162,485
7500,Everything Must Go,5/13/2011,1.4712,6.161,623
7501,Tightrope,8/17/1984,1.1154,6.2,361
7502,Conquest of the Planet of the Apes,6/29/1972,3.3842,6.161,1018
7503,The Prodigy,2/6/2019,2.3933,6.16,1010
7504,Bright,12/22/2017,3.7833,6.16,5773
7505,The Unknown Girl,10/5/2016,1.1094,6.2,413
7506,Dead Man Down,3/8/2013,3.711,6.16,1487
7507,"Tomorrow, When the War Began",8/8/2010,2.0053,6.155,518
7508,Addicted to Love,5/23/1997,1.9914,6.16,423
7509,Blacklight,2/10/2022,5.4766,6.163,1175
7510,Airheads,8/5/1994,1.8485,6.159,771
7511,Orca,7/22/1977,2.8331,6.159,441
7512,K-9,4/28/1989,2.8274,6.159,997
7513,The Quest,4/19/1996,2.5066,6.158,747
7514,Dick Tracy,4/5/1990,2.5135,6.158,977
7515,Alien Resurrection,11/12/1997,6.7411,6.158,5226
7516,Cars 2,6/11/2011,10.6193,6.157,8109
7517,Tales from the Darkside: The Movie,5/3/1990,1.4779,6.157,394
7518,The Death and Life of Bobby Z,7/23/2007,2.193,6.157,385
7519,Bedtime Stories,12/24/2008,3.9818,6.157,2876
7520,Bedtime Stories,12/24/2008,3.9818,6.157,2876
7521,The Midnight Meat Train,8/7/2008,2.4534,6.157,1169
7522,Alien: Covenant,5/9/2017,8.1314,6.156,8974
7523,Scooby-Doo! Curse of the Lake Monster,10/16/2010,2.7045,6.2,516
7524,Anything Else,8/27/2003,2.0043,6.156,627
7525,Anger Management,4/11/2003,4.3208,6.156,3256
7526,The Rules of Attraction,10/11/2002,1.6102,6.2,568
7527,On Chesil Beach,1/19/2018,1.9155,6.2,370
7528,Paper Towns,6/18/2015,3.0933,6.155,5094
7529,Our Idiot Brother,8/26/2011,2.0584,6.155,990
7530,"Tomorrow, When the War Began",8/8/2010,2.0053,6.155,518
7531,The Blue Lagoon,7/5/1980,6.582,6.155,1902
7532,Batman and Harley Quinn,8/14/2017,2.1584,6.154,624
7533,The Change-Up,8/5/2011,5.5677,6.154,2835
7534,Splinter,10/31/2008,1.8548,6.154,726
7535,Cujo,8/10/1983,4.2659,6.154,1053
7536,Apartment 7A,9/20/2024,4.4538,6.153,317
7537,The Decline,2/27/2020,0.9771,6.153,429
7538,Wakefield,5/19/2017,1.5562,6.153,421
7539,Murder by Numbers,4/19/2002,2.5277,6.153,1063
7540,The Texas Chainsaw Massacre: The Beginning,10/5/2006,4.9002,6.153,1859
7541,The Hunted,3/11/2003,2.3526,6.153,853
7542,Feast,10/14/2005,1.6443,6.153,567
7543,The Belko Experiment,3/17/2016,4.6022,6.152,1548
7544,Prince Avalanche,2/13/2013,0.8605,6.152,313
7545,Red's Dream,7/10/1987,0.9205,6.152,343
7546,28 Days,4/6/2000,2.626,6.2,1027
7547,We're No Angels,6/2/1989,2.1575,6.152,518
7548,Ultras,3/9/2020,1.567,6.2,421
7549,The Wrong Missy,5/13/2020,2.8956,6.151,1216
7550,Youth in Revolt,9/11/2009,1.3831,6.151,932
7551,Varsity Blues,1/15/1999,3.4643,6.151,431
7552,After the Sunset,11/12/2004,3.726,6.151,799
7553,Jeepers Creepers 2,8/8/2003,5.5212,6.15,1717
7554,Dagon,10/12/2001,1.4845,6.15,432
7555,Irish Wish,3/14/2024,2.7174,6.149,470
7556,The Cannonball Run,6/19/1981,5.3612,6.1,660
7557,Cobra,1/1/1986,4.9283,6.1,1838
7558,Journey 2: The Mysterious Island,1/19/2012,7.6139,6.148,4357
7559,Final Destination 5,8/12/2011,12.3539,6.148,3816
7560,The Outcasts,4/14/2017,1.1199,6.1,493
7561,Grown Ups 2,7/11/2013,12.6987,6.147,4478
7562,Problem Child,7/27/1990,2.9018,6.147,868
7563,Final Destination 3,2/9/2006,10.2461,6.147,4269
7564,Gemma Bovery,9/10/2014,3.1102,6.146,333
7565,Return,10/31/1985,0.6579,6.1,2691
7566,That Awkward Moment,1/29/2014,2.2795,6.145,2677
7567,Mood Indigo,1/10/2013,1.7025,6.145,623
7568,World Trade Center,8/9/2006,4.3387,6.145,1698
7569,Would I Lie to You? 2,2/7/2001,1.2524,6.144,397
7570,My Life in Ruins,6/5/2009,1.0921,6.1,419
7571,Willard,3/14/2003,1.514,6.144,343
7572,Rising Sun,7/30/1993,2.3618,6.144,786
7573,The End?,8/14/2017,1.2143,6.143,384
7574,Free Willy 3: The Rescue,8/6/1997,1.5436,6.1,349
7575,Night at the Museum: Battle of the Smithsonian,5/20/2009,4.5938,6.143,7011
7576,The Perfect Man,6/17/2005,2.1942,6.143,791
7577,Push,2/4/2009,3.5416,6.1,2322
7578,Night School,9/27/2018,2.5634,6.142,1707
7579,The Woman in Black,2/3/2012,3.5318,6.142,3526
7580,Ironclad,3/3/2011,2.796,6.142,756
7581,The Hills Have Eyes,7/22/1977,2.2953,6.142,936
7582,Proof of Life,12/8/2000,1.5863,6.142,817
7583,Day Watch,1/1/2006,2.7346,6.142,558
7584,Put Grandma in the Freezer,3/15/2018,0.9356,6.141,706
7585,The Eiger Sanction,5/21/1975,1.9401,6.141,418
7586,Melody Time,5/27/1948,1.2154,6.1,323
7587,Christmas with the Kranks,11/24/2004,3.1054,6.141,1220
7588,The One,11/2/2001,3.5231,6.141,1632
7589,The Weather Man,10/20/2005,1.2578,6.141,1009
7590,Beneath the Planet of the Apes,4/23/1970,3.7537,6.141,1387
7591,Hitman,11/21/2007,6.9333,6.141,3464
7592,The Girl in the Spider's Web,10/25/2018,3.2741,6.14,1421
7593,The Back-Up Plan,4/23/2010,2.9132,6.14,1438
7594,7500,12/26/2019,2.3431,6.139,882
7595,Early Man,1/26/2018,3.0457,6.139,828
7596,Ouija: Origin of Evil,10/20/2016,3.643,6.139,2522
7597,Herbie Rides Again,2/12/1974,1.7785,6.1,417
7598,Them,7/19/2006,1.5452,6.139,558
7599,Femme Fatale,4/30/2002,2.3945,6.139,615
7600,Crossing Over,2/10/2009,1.585,6.138,384
7601,Every Which Way but Loose,12/16/1978,2.317,6.1,476
7602,The Amityville Horror,4/14/2005,4.1187,6.138,2241
7603,Under the Skin,3/14/2014,4.4139,6.137,3577
7604,My Best Enemy,3/10/2006,0.3558,6.137,300
7605,Fanboys,2/6/2009,1.4804,6.137,852
7606,Them,7/19/2006,1.5452,6.139,558
7607,Brightburn,5/9/2019,6.0664,6.136,3253
7608,Moonwalkers,3/14/2015,1.435,6.136,376
7609,Dear White People,10/17/2014,1.867,6.136,460
7610,Miracle at St. Anna,9/15/2008,1.1313,6.136,385
7611,Session 9,8/10/2001,2.486,6.1,949
7612,A Life Less Ordinary,10/24/1997,1.0923,6.136,467
7613,Shanghai Knights,2/6/2003,2.6009,6.136,2323
7614,Forsaken,9/16/2015,2.3659,6.1,359
7615,Anchorman 2: The Legend Continues,12/18/2013,3.1401,6.134,2666
7616,xXx: Return of Xander Cage,1/13/2017,11.9967,6.135,9072
7617,Surrogates,9/24/2009,3.7912,6.135,3267
7618,CHiPS,3/23/2017,3.2813,6.134,1331
7619,Hounds of Love,10/7/2016,1.6325,6.134,351
7620,Last Night,11/5/2010,1.3968,6.134,782
7621,The Stranger,10/6/2022,1.1576,6.133,366
7622,Happily Mixed Up,10/30/2014,0.6056,6.1,338
7623,Raising Helen,5/27/2004,1.7149,6.133,667
7624,Rifkin’s Festival,10/1/2020,1.6299,6.128,443
7625,The Nut Job 2: Nutty by Nature,8/11/2017,2.8696,6.132,447
7626,Waxwork,6/17/1988,1.5106,6.132,304
7627,Ben 10 Alien Swarm,3/12/2010,3.1099,6.132,355
7628,Heavyweights,2/17/1995,2.2416,6.1,390
7629,Out for Justice,4/12/1991,2.8907,6.132,460
7630,Rabbit Without Ears,12/1/2007,0.7735,6.132,386
7631,The Union,8/15/2024,5.7628,6.131,1020
7632,The Card Counter,9/3/2021,2.3155,6.129,1011
7633,Attack on Titan,8/1/2015,3.9948,6.131,782
7634,So Undercover,12/6/2012,1.9484,6.131,1126
7635,Don't Tell Mom the Babysitter's Dead,6/7/1991,1.608,6.131,450
7636,Death Race 2000,4/30/1975,2.3755,6.131,516
7637,Autumn in New York,8/11/2000,2.3059,6.131,731
7638,Leprechaun Returns,12/11/2018,2.6349,6.13,644
7639,Return to Sender,5/31/2015,3.2107,6.13,1224
7640,Pacific Rim: Uprising,3/21/2018,7.9219,6.1,5105
7641,The Sorcerer's Apprentice,7/13/2010,5.2753,6.131,5070
7642,The Ladykillers,3/25/2004,1.8558,6.13,1650
7643,The Craft: Legacy,10/28/2020,2.6354,6.129,847
7644,Every Secret Thing,4/20/2014,2.0778,6.1,342
7645,Jobs,8/15/2013,3.3694,6.128,2505
7646,Friday the 13th: The Final Chapter,4/13/1984,3.1853,6.1,1406
7647,Mission: Impossible II,5/24/2000,8.1269,6.129,7128
7648,The Brass Teapot,9/8/2012,1.5083,6.128,492
7649,Housesitter,6/12/1992,1.6265,6.1,449
7650,God's Not Dead 2,4/1/2016,1.711,6.127,413
7651,Heist,11/13/2015,3.0633,6.127,953
7652,Wrong Turn 2: Dead End,8/25/2007,8.1848,6.127,1449
7653,Maid in Manhattan,12/13/2002,3.678,6.127,1960
7654,Ip Man: The Final Fight,3/22/2013,0.2867,6.126,396
7655,The Tale of Despereaux,12/18/2008,2.9348,6.126,945
7656,Body Snatchers,6/9/1993,1.2145,6.1,438
7657,The Legend of Zorro,10/24/2005,5.0797,6.1,2954
7658,Trophy Wife,11/10/2010,1.6445,6.1,365
7659,The Informant!,9/18/2009,1.5574,6.125,928
7660,The Vanishing,2/5/1993,2.0495,6.125,521
7661,Fired Up!,2/20/2009,2.546,6.124,659
7662,The Strangers,5/29/2008,3.6473,6.124,2500
7663,Conan the Destroyer,6/29/1984,3.4194,6.124,1546
7664,Impostor,12/3/2001,1.1991,6.1,433
7665,Rebels,1/17/2019,1.0571,6.1,333
7666,Kin,8/29/2018,2.0728,6.123,851
7667,Green Card,12/23/1990,1.5051,6.1,500
7668,Sphere,2/13/1998,2.2076,6.123,1700
7669,Geostorm,10/12/2017,6.5478,6.122,4946
7670,Hereafter,10/22/2010,2.4488,6.122,1728
7671,Earthquake,11/15/1974,2.5271,6.122,337
7672,Wolf,6/17/1994,2.4044,6.122,948
7673,The Mermaid: Lake of the Dead,7/12/2018,1.731,6.121,342
7674,Galveston,10/10/2018,1.5694,6.1,518
7675,The Rite,1/28/2011,3.1973,6.121,2132
7676,Ad Astra,9/17/2019,2.8855,6.1,6866
7677,Careful What You Wish For,5/6/2015,2.9252,6.12,409
7678,Fallen,11/10/2016,3.0081,6.12,1625
7679,Laggies,9/25/2014,2.1414,6.12,1146
7680,Jackass Presents: Bad Grandpa,10/22/2013,2.0267,6.12,1600
7681,Blood Ties,8/22/2013,1.8604,6.12,481
7682,Body Bags,8/8/1993,0.961,6.12,351
7683,V/H/S/94,9/26/2021,2.652,6.119,498
7684,The Possession of Michael King,8/14/2014,1.3356,6.1,404
7685,Fantozzi Retires,12/22/1988,0.5979,6.119,383
7686,Passengers,9/26/2008,2.5285,6.119,941
7687,Bug,2/21/2007,1.8221,6.119,569
7688,John Tucker Must Die,7/27/2006,2.7365,6.119,1406
7689,Once Upon a Time in Bethlehem,12/12/2019,0.4877,6.118,500
7690,Divorce French Style,12/7/2016,0.862,6.118,610
7691,57 Seconds,9/29/2023,7.0043,6.124,558
7692,The Kitchen,8/8/2019,1.917,6.1,701
7693,The Domestics,6/28/2018,1.5033,6.117,479
7694,Jack Ryan: Shadow Recruit,1/15/2014,4.0021,6.117,2933
7695,Adore,4/3/2013,4.6124,6.117,994
7696,Trouble at Timpetill,12/17/2008,1.0109,6.1,386
7697,Never Let Go,9/18/2024,5.1915,6.12,475
7698,Home Again,9/7/2017,3.0344,6.1,1210
7699,The November Man,8/27/2014,5.4439,6.116,1522
7700,Snitch,2/21/2013,2.3103,6.116,2396
7701,Blades of Glory,3/30/2007,2.8999,6.1,1805
7702,Harry and the Hendersons,6/5/1987,1.74,6.116,692
7703,Cocktail,7/29/1988,3.4914,6.1,1527
7704,Runaway Bride,7/30/1999,3.408,6.116,2073
7705,Kindergarten Cop,12/21/1990,2.0413,6.116,2617
7706,Hellhole,10/26/2022,1.3022,6.115,339
7707,Candy Jar,4/27/2018,1.2601,6.115,477
7708,Daddy or Mommy,2/4/2015,1.6836,6.115,1054
7709,Freaks of Nature,10/30/2015,2.3818,6.1,572
7710,LOL,2/10/2012,2.5734,6.115,2708
7711,300: Rise of an Empire,3/5/2014,7.2551,6.115,6681
7712,Chloe,2/25/2010,3.4459,6.1,1777
7713,Gothika,11/21/2003,3.7995,6.116,2363
7714,Tolo Tolo,1/1/2020,0.8382,6.114,1254
7715,Traffik,4/20/2018,1.801,6.114,462
7716,Expend4bles,9/15/2023,12.1321,6.114,1708
7717,Ice Age: Collision Course,6/23/2016,7.2409,6.114,4709
7718,The Lone Ranger,7/3/2013,3.6044,6.114,5942
7719,Like Mike,7/3/2002,2.6889,6.114,536
7720,The Philadelphia Experiment,10/5/1984,1.564,6.114,404
7721,The Prom,12/2/2020,1.2578,6.113,690
7722,Apostle,9/21/2018,2.1526,6.113,1481
7723,Resident Evil: The Final Chapter,12/23/2016,0.3168,6.113,3305
7724,BASEketball,7/28/1998,2.6567,6.1,604
7725,St. Elmo's Fire,6/28/1985,1.821,6.113,560
7726,Original Sin,5/8/2001,6.1931,6.113,845
7727,Equals,7/15/2015,2.077,6.112,1401
7728,Above the Law,4/8/1988,3.1007,6.112,735
7729,What Happens in Vegas,5/7/2008,3.5174,6.112,3135
7730,A Walk in the Woods,9/2/2015,1.8498,6.111,729
7731,The Worst Week of My Life,10/27/2011,0.3241,6.1,446
7732,Good Burger,7/25/1997,1.7466,6.111,545
7733,Evita,12/14/1996,1.6403,6.1,488
7734,Orgazmo,7/2/1998,2.851,6.111,451
7735,The 51st State,12/7/2001,1.5381,6.111,624
7736,Aniara,2/1/2019,1.4394,6.11,378
7737,The Lodge,1/16/2020,2.8519,6.11,1314
7738,Wedding Unplanned,4/26/2017,1.402,6.11,474
7739,Palo Alto,12/29/2013,1.7293,6.1,885
7740,The Cheetah Girls: One World,8/22/2008,1.1382,6.11,336
7741,Jumpin' Jack Flash,10/9/1986,1.7666,6.11,369
7742,Asterix and the Vikings,4/12/2006,1.8298,6.1,723
7743,The Inbetweeners 2,8/6/2014,1.4187,6.1,509
7744,Crimson Rivers II: Angels of the Apocalypse,2/18/2004,2.6002,6.109,741
7745,JUNG_E,1/12/2023,3.4195,6.108,629
7746,Wheelman,10/20/2017,1.1335,6.108,649
7747,Goosebumps 2: Haunted Halloween,10/11/2018,3.469,6.1,1567
7748,The Condemned,4/27/2007,2.4218,6.101,814
7749,Tin Toy,8/1/1988,0.9186,6.108,472
7750,Daylight,12/6/1996,3.4797,6.108,1591
7751,First Knight,7/7/1995,3.0738,6.1,1259
7752,Tower Heist,11/2/2011,3.862,6.107,3033
7753,F,9/7/2010,0.7178,6.107,313
7754,Down with Love,5/8/2003,2.2036,6.107,746
7755,Cradle 2 the Grave,2/28/2003,3.1114,6.107,953
7756,On the Line,10/31/2022,2.626,6.1,536
7757,How I Became a Superhero,11/19/2020,2.3607,6.1,524
7758,Prom,4/29/2011,1.1636,6.1,457
7759,Renaissance Man,6/3/1994,1.1139,6.1,302
7760,The Scarlet Letter,10/13/1995,1.9534,6.106,493
7761,Bad Trip,3/25/2021,1.6869,6.105,548
7762,Kiki: Love to Love,4/1/2016,1.0719,6.105,368
7763,The Zero Theorem,9/20/2013,1.9081,6.105,1253
7764,Wingwomen,11/1/2023,2.6011,6.104,474
7765,You Should Have Left,6/18/2020,6.4375,6.104,911
7766,Life of the Party,5/10/2018,2.3444,6.1,1011
7767,Next,4/25/2007,5.3049,6.104,3066
7768,Paranormal Activity: Next of Kin,10/29/2021,2.6338,6.1,710
7769,ARQ,9/16/2016,2.3593,6.103,1222
7770,Allegiant,3/9/2016,4.71,6.103,6752
7771,Street Trash,2/22/1987,1.4898,6.1,317
7772,Cinderella II: Dreams Come True,2/23/2002,5.2691,6.103,1493
7773,100% Wolf,6/26/2020,2.0957,6.102,320
7774,Zapped,6/27/2014,2.0067,6.102,621
7775,Date Night,4/8/2010,2.3465,6.102,2931
7776,Nine 1/2 Weeks,2/9/1986,5.5634,6.1,1049
7777,Overdrive,6/16/2017,3.192,6.101,966
7778,Let It Snow,11/8/2019,2.0925,6.101,1179
7779,3 Days to Kill,2/14/2014,4.1163,6.101,2213
7780,Grabbers,8/10/2012,1.2892,6.101,470
7781,Heartbreakers,3/23/2001,2.6113,6.101,931
7782,Monster Trucks,12/21/2016,10.7662,6.1,870
7783,Ain't Them Bodies Saints,7/3/2013,1.3795,6.1,441
7784,So I Married an Axe Murderer,7/30/1993,1.9197,6.1,441
7785,Evolution,6/8/2001,3.8158,6.1,2332
7786,Didier,1/29/1997,1.0816,6.099,628
7787,Ninja,10/22/2009,2.5472,6.1,377
7788,Peggy Sue Got Married,10/10/1986,1.9461,6.099,609
7789,Rebel Moon - Part Two: The Scargiver,4/19/2024,5.6914,6.098,1323
7790,Nightbooks,9/15/2021,1.5316,6.098,389
7791,Wrong Cops,12/18/2013,0.727,6.1,311
7792,Bride of Chucky,10/15/1998,4.9744,6.1,2008
7793,Marked for Death,10/5/1990,2.595,6.098,550
7794,The Saint,4/3/1997,1.9994,6.098,1158
7795,Airplane II: The Sequel,12/10/1982,3.8551,6.098,1173
7796,Keeping Up with the Joneses,10/20/2016,2.5884,6.097,2067
7797,The New Girlfriend,10/11/2014,1.439,6.097,303
7798,The Remaining,8/25/2014,3.7239,6.097,471
7799,American Ultra,8/19/2015,3.2459,6.097,2828
7800,Grudge Match,12/25/2013,2.2536,6.097,1312
7801,Nancy Drew,6/15/2007,2.027,6.097,520
7802,Village of the Damned,4/28/1995,2.1226,6.097,860
7803,Iron Mask,8/16/2019,4.7966,6.096,507
7804,Ghost in the Shell,3/29/2017,6.3366,6.096,8233
7805,Happiness Never Comes Alone,6/27/2012,1.5722,6.096,429
7806,Maniac Cop,5/13/1988,1.3944,6.096,500
7807,Under Suspicion,8/24/2000,1.8398,6.096,483
7808,Sea Fever,3/6/2020,2.2873,6.095,583
7809,The Night Before,11/20/2015,2.2693,6.095,1738
7810,V/H/S,7/28/2012,2.6775,6.095,1618
7811,Going the Distance,8/27/2010,1.8188,6.095,744
7812,In a Valley of Violence,10/21/2016,2.0246,6.1,596
7813,Man of Tai Chi,7/4/2013,1.7082,6.094,948
7814,Dark Shadows,5/9/2012,6.6903,6.094,7359
7815,Choke,9/26/2008,0.9589,6.094,409
7816,Wayne's World 2,12/10/1993,2.5864,6.094,1091
7817,Gerry,9/20/2002,1.1215,6.094,323
7818,The New Mutants,4/2/2020,5.0053,6.1,3529
7819,Baywatch,5/25/2017,8.7193,6.093,8251
7820,The Lovebirds,5/22/2020,1.6131,6.1,709
7821,David Brent: Life on the Road,8/19/2016,1.4602,6.092,373
7822,A Thousand Words,3/7/2012,3.0342,6.1,1349
7823,Hansel & Gretel: Witch Hunters,1/17/2013,7.4629,6.093,6868
7824,Dracula: Dead and Loving It,12/22/1995,2.6684,6.092,1021
7825,Ares,11/23/2016,1.2189,6.091,330
7826,Devil,9/16/2010,2.9915,6.091,2956
7827,Valhalla Rising,9/4/2009,2.98,6.091,1246
7828,Raising Cain,8/7/1992,1.6269,6.1,364
7829,End of Days,11/24/1999,3.1088,6.1,1929
7830,Scooby-Doo,6/14/2002,6.1262,6.092,4566
7831,Keeping the Faith,4/14/2000,1.2758,6.1,629
7832,Squared Love,2/11/2021,0.7775,6.09,321
7833,Men,5/20/2022,2.7874,6.09,1222
7834,Rip Tide,10/3/2017,1.0019,6.1,454
7835,Final Score,9/7/2018,2.7056,6.1,538
7836,Cuban Fury,2/14/2014,1.5026,6.09,329
7837,Arcadian,4/12/2024,9.8533,6.092,717
7838,Like a Cat on a Highway 2,8/14/2021,0.4794,6.089,347
7839,A Man Apart,4/4/2003,2.78,6.089,906
7840,Sex and the City 2,5/26/2010,4.7504,6.087,1665
7841,Queen of the Damned,2/10/2002,3.067,6.1,1097
7842,Ricochet,10/4/1991,1.4864,6.1,334
7843,On the Rocks,10/2/2020,1.4643,6.089,732
7844,The Nutcracker and the Four Realms,10/26/2018,3.9786,6.086,2178
7845,Burke & Hare,10/29/2010,1.9231,6.086,483
7846,Wall Street: Money Never Sleeps,9/20/2010,4.2588,6.086,1583
7847,I Now Pronounce You Chuck & Larry,7/12/2007,4.6844,6.086,2412
7848,Rememory,9/8/2017,1.7218,6.085,447
7849,Mindhorn,10/9/2016,0.8365,6.085,305
7850,Love & Friendship,5/26/2016,1.3579,6.1,560
7851,The SpongeBob Movie: Sponge Out of Water,1/28/2015,5.7691,6.085,2430
7852,Inferno,9/25/1999,3.0532,6.085,325
7853,Relic,7/3/2020,1.8007,6.084,771
7854,Top Five,12/12/2014,1.4597,6.083,471
7855,Inferno,10/13/2016,4.5908,6.083,6378
7856,The Unlikely Prince,2/9/2013,0.5431,6.083,654
7857,Crank: High Voltage,4/16/2009,5.4165,6.082,2964
7858,Muppets from Space,7/14/1999,1.8062,6.083,338
7859,Duplex,9/26/2003,1.7685,6.083,1727
7860,Six Days Seven Nights,6/12/1998,3.4646,6.083,1522
7861,Restless,2/25/2022,1.2241,6.082,398
7862,The Nest,5/8/2020,0.9872,6.082,358
7863,Police Academy 2: Their First Assignment,3/28/1985,3.4407,6.082,1622
7864,The Suite Life Movie,3/25/2011,1.4077,6.081,521
7865,Scooby-Doo 2: Monsters Unleashed,3/24/2004,2.9916,6.081,2804
7866,Erased,8/23/2012,2.0179,6.1,751
7867,Faces in the Crowd,10/25/2011,1.3097,6.079,499
7868,Alligator,7/2/1980,1.5088,6.079,348
7869,High Lane,6/24/2009,1.412,6.079,419
7870,Presence,1/17/2025,23.3964,6.1,489
7871,The Wannabes,2/9/2022,0.3939,6.078,322
7872,Diabolik,12/16/2021,3.7933,6.078,603
7873,Lost Girls,1/28/2020,1.5084,6.078,723
7874,Double Lover,5/26/2017,3.5374,6.1,538
7875,Kill Your Friends,11/6/2015,1.4142,6.078,314
7876,The Golden Compass,12/4/2007,5.0125,6.078,4658
7877,Salem's Lot,10/3/2024,4.2552,6.077,571
7878,Journey to the Center of the Earth,7/10/2008,6.3213,6.078,4946
7879,The Last Stand,1/12/2013,8.1043,6.077,2841
